Manhattan, NY	0.00016591085057

Washington, DC	7.37381558087e-06
Pennsylvania, USA	3.68690779044e-06
Belm, Par	1.84345389522e-05
Foz do Iguau, Paran	4.8511944611e-08
Asuncion, Paraguay	3.68690779044e-06
Avondale, AZ	8.19312842319e-08
Minneapolis, MN	1.44649093188e-14
Red Hill, SC	6.32185835123e-09
College Station, TX	2.62297478921e-11
